-15 0.386175
-14.8 0.386525
-14.6 0.38155
-14.4 0.379975
-14.2 0.373625
-14 0.370825
-13.8 0.36935
-13.6 0.3635
-13.4 0.365525
-13.2 0.361825
-13 0.352025
-12.8 0.35175
-12.6 0.34655
-12.4 0.336125
-12.2 0.338875
-12 0.331875
-11.8 0.329925
-11.6 0.32585
-11.4 0.321325
-11.2 0.317425
-11 0.312275
-10.8 0.305275
-10.6 0.300875
-10.4 0.2964
-10.2 0.294425
-10 0.29095
-9.8 0.285075
-9.6 0.276325
-9.4 0.2736
-9.2 0.263775
-9 0.25935
-8.8 0.254325
-8.6 0.25225
-8.4 0.24755
-8.2 0.2409
-8 0.235075
-7.8 0.232375
-7.6 0.228925
-7.4 0.219525
-7.2 0.219025
-7 0.211975
-6.8 0.205475
-6.6 0.203975
-6.4 0.1957
-6.2 0.190925
-6 0.186625
-5.8 0.183575
-5.6 0.18145
-5.4 0.171
-5.2 0.169
-5 0.1644
-4.8 0.15895
-4.6 0.15835
-4.4 0.1493
-4.2 0.1485
-4 0.144475
-3.8 0.1368
-3.6 0.13235
-3.4 0.126975
-3.2 0.1246
-3 0.1215
-2.8 0.1145
-2.6 0.10905
-2.4 0.107575
-2.2 0.102475
-2 0.096725
-1.8 0.092975
-1.6 0.089625
-1.4 0.086575
-1.2 0.081575
-1 0.07745
-0.8 0.07325
-0.6 0.069825
-0.4 0.067575
-0.2 0.06255
-1.98175e-14 0.058375
0.2 0.0553
0.4 0.051025
0.6 0.05035
0.8 0.045475
1 0.0431
1.2 0.03765
1.4 0.036175
1.6 0.034325
1.8 0.031475
2 0.0281
2.2 0.0257
2.4 0.024075
2.6 0.0222
2.8 0.02005
3 0.01665
3.2 0.015525
3.4 0.014125
3.6 0.011675
3.8 0.01025
4 0.009125
4.2 0.0077
4.4 0.0073
4.6 0.0059
4.8 0.0051
5 0.00455
5.2 0.00385
5.4 0.002825
5.6 0.00295
5.8 0.002025
6 0.0014
6.2 0.00125
6.4 0.0008
6.6 0.000825
6.8 0.000725
7 0.00065
7.2 0.0003
7.4 0.00035
7.6 0.000275
7.8 0.0002
8 7.5e-05
8.2 2.5e-05
8.4 7.5e-05
8.6 0.0001
8.8 0
9 2.5e-05
9.2 0
9.4 0
9.6 0
9.8 0
10 0
10.2 0
10.4 0
10.6 0
10.8 0
11 0
11.2 0
11.4 0
11.6 0
11.8 0
12 0
12.2 0
12.4 0
12.6 0
12.8 0
13 0
13.2 0
13.4 0
13.6 0
13.8 0
14 0
14.2 0
14.4 0
14.6 0
14.8 0
15 0
