-15 0.339133
-14.8 0.333933
-14.6 0.331917
-14.4 0.32375
-14.2 0.323933
-14 0.320867
-13.8 0.316067
-13.6 0.3124
-13.4 0.307033
-13.2 0.29925
-13 0.298883
-12.8 0.293283
-12.6 0.29325
-12.4 0.286167
-12.2 0.2858
-12 0.277133
-11.8 0.273067
-11.6 0.270233
-11.4 0.265317
-11.2 0.262483
-11 0.257617
-10.8 0.25435
-10.6 0.247367
-10.4 0.238817
-10.2 0.237867
-10 0.234333
-9.8 0.229867
-9.6 0.225283
-9.4 0.220083
-9.2 0.214917
-9 0.214283
-8.8 0.205733
-8.6 0.201867
-8.4 0.19995
-8.2 0.196033
-8 0.19005
-7.8 0.186317
-7.6 0.178533
-7.4 0.178067
-7.2 0.17165
-7 0.167783
-6.8 0.16655
-6.6 0.161667
-6.4 0.155183
-6.2 0.152767
-6 0.147933
-5.8 0.144517
-5.6 0.139567
-5.4 0.134417
-5.2 0.129733
-5 0.127617
-4.8 0.126583
-4.6 0.1212
-4.4 0.119117
-4.2 0.11495
-4 0.110117
-3.8 0.106317
-3.6 0.103467
-3.4 0.100383
-3.2 0.0971833
-3 0.0919667
-2.8 0.0887167
-2.6 0.0851167
-2.4 0.0832833
-2.2 0.0788667
-2 0.07605
-1.8 0.0728667
-1.6 0.06975
-1.4 0.0668333
-1.2 0.0637833
-1 0.0611
-0.8 0.0580333
-0.6 0.0545833
-0.4 0.0519833
-0.2 0.0474667
-1.98175e-14 0.0455
0.2 0.0425167
0.4 0.0418
0.6 0.03785
0.8 0.0349667
1 0.03245
1.2 0.0294333
1.4 0.0277
1.6 0.0245
1.8 0.02455
2 0.0219667
2.2 0.01905
2.4 0.0188
2.6 0.0164833
2.8 0.01405
3 0.01335
3.2 0.01205
3.4 0.00998333
3.6 0.00853333
3.8 0.00871667
4 0.00731667
4.2 0.00598333
4.4 0.00536667
4.6 0.00458333
4.8 0.0037
5 0.00335
5.2 0.00293333
5.4 0.00243333
5.6 0.00216667
5.8 0.00173333
6 0.00131667
6.2 0.0012
6.4 0.000966667
6.6 0.000733333
6.8 0.0006
7 0.000466667
7.2 0.000316667
7.4 0.000233333
7.6 0.000316667
7.8 0.000116667
8 8.33333e-05
8.2 8.33333e-05
8.4 3.33333e-05
8.6 5e-05
8.8 1.66667e-05
9 0
9.2 1.66667e-05
9.4 1.66667e-05
9.6 0
9.8 0
10 0
10.2 0
10.4 0
10.6 0
10.8 0
11 0
11.2 0
11.4 0
11.6 0
11.8 0
12 0
12.2 0
12.4 0
12.6 0
12.8 0
13 0
13.2 0
13.4 0
13.6 0
13.8 0
14 0
14.2 0
14.4 0
14.6 0
14.8 0
15 0
