-15 0
-14.8 0
-14.6 0
-14.4 0
-14.2 0
-14 0
-13.8 0
-13.6 0
-13.4 0
-13.2 0
-13 5e-05
-12.8 0
-12.6 0
-12.4 5e-05
-12.2 0.0001
-12 0
-11.8 0
-11.6 5e-05
-11.4 0.00015
-11.2 0.00025
-11 0.00025
-10.8 0.0002
-10.6 0.0004
-10.4 0.0006
-10.2 0.0007
-10 0.00065
-9.8 0.00095
-9.6 0.0012
-9.4 0.0018
-9.2 0.0016
-9 0.00195
-8.8 0.00245
-8.6 0.00385
-8.4 0.0043
-8.2 0.0056
-8 0.00615
-7.8 0.0079
-7.6 0.00855
-7.4 0.0094
-7.2 0.01095
-7 0.01225
-6.8 0.01405
-6.6 0.0164
-6.4 0.0194
-6.2 0.0195
-6 0.0246
-5.8 0.02535
-5.6 0.029
-5.4 0.02995
-5.2 0.0336
-5 0.03745
-4.8 0.04125
-4.6 0.04335
-4.4 0.0501
-4.2 0.0522
-4 0.05695
-3.8 0.0583
-3.6 0.0634
-3.4 0.07235
-3.2 0.07405
-3 0.0803
-2.8 0.0844
-2.6 0.08725
-2.4 0.09435
-2.2 0.1016
-2 0.1054
-1.8 0.10935
-1.6 0.11325
-1.4 0.11935
-1.2 0.12395
-1 0.1291
-0.8 0.13705
-0.6 0.13935
-0.4 0.1499
-0.2 0.1567
-1.98175e-14 0.16005
0.2 0.17055
0.4 0.1713
0.6 0.174
0.8 0.1805
1 0.18525
1.2 0.1953
1.4 0.19705
1.6 0.20295
1.8 0.2109
2 0.22095
2.2 0.2172
2.4 0.22245
2.6 0.23055
2.8 0.2312
3 0.2475
3.2 0.24235
3.4 0.24805
3.6 0.25705
3.8 0.25325
4 0.2659
4.2 0.2776
4.4 0.26945
4.6 0.27465
4.8 0.28045
5 0.28605
5.2 0.2908
5.4 0.294
5.6 0.3015
5.8 0.30515
6 0.31305
6.2 0.3125
6.4 0.31375
6.6 0.3256
6.8 0.32245
7 0.32535
7.2 0.3277
7.4 0.33375
7.6 0.34055
7.8 0.3468
8 0.3458
8.2 0.355
8.4 0.35145
8.6 0.3587
8.8 0.35635
9 0.3664
9.2 0.3668
9.4 0.36275
9.6 0.3716
9.8 0.3748
10 0.37525
10.2 0.3781
10.4 0.38825
10.6 0.38455
10.8 0.389
11 0.3889
11.2 0.3975
11.4 0.3884
11.6 0.39855
11.8 0.39905
12 0.3972
12.2 0.40505
12.4 0.40905
12.6 0.408
12.8 0.4137
13 0.4091
13.2 0.4154
13.4 0.4118
13.6 0.4095
13.8 0.41645
14 0.4233
14.2 0.4276
14.4 0.43055
14.6 0.42205
14.8 0.42645
15 0.42585
